conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.8e+18,Fri May 31 14:43:10 +0000 2024,2083,Bulan Mei banyak kagetnya RUU Penyiaran RUU MK RUU Polri RUU Kementerian Negara Eh ditambah lagi dengan kebijakan TAPERA dan putusan MA tentang batas usia calon kepala daerah. DPR sama pemerintah kerja keras bagai kuda https://t.co/hwAerdTLjL,1.8e+18,https://pbs.twimg.com/media/GO6jb-bawAAd5_L.jpg,,in,Jakarta Capital Region,82,27,1269,https://x.com/YLBHI/status/1796553010711310487,222346474.0,YLBHI
1.8e+18,Sun Jun 02 07:46:49 +0000 2024,161,LEGOWO AJE !! GAJI KOMITE TAPERA CAPAI 43 JUTA !! Yang dipotong Gajinya UMR !! MAMAM TUH KEBERLANJUTAN !! #berikankomentarterbaik https://t.co/1A1DJivJ1L,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1797172957237895168/pu/img/YpIQUdNZ3Vc-oQp-.jpg,,in,"Jakarta, Indonesia",3,16,106,https://x.com/BabehAldoAje135/status/1797173009071116787,1.63e+18,BabehAldoAje135
1.8e+18,Sun Jun 02 05:17:26 +0000 2024,508,Tanggapan saya terkait TAPERA.. https://t.co/2XvJKmb5Es,1.8e+18,https://pbs.twimg.com/amplify_video_thumb/1797135197961621504/img/_wL-p5OtOlrhTRnJ.jpg,,in,,194,842,72,https://x.com/sandiuno/status/1797135413494325543,132041617.0,sandiuno
1.8e+18,Fri May 31 11:59:10 +0000 2024,2425,Nasib rumah murah Jokowi kini di tumbuhi semak belukar Disaat sedang rame TAPERA. https://t.co/JP90GT9XRR,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796511588759003136/pu/img/yL6fam5DzwqNDyYm.jpg,,in,,42,61,1060,https://x.com/DS_yantie/status/1796511738260828336,1.37e+18,DS_yantie
1.8e+18,Wed May 29 02:42:03 +0000 2024,1990,Itu 58% yang milih wowo samsul karena ingin program Jokowi lanjut apa ada keluhan dgn Program Tapera? Atau malah teriak lanjut oke gas oke gas makin kenceng? Jangan sampe nih ya Tapera itu ntar kasusnya jadi kek Taspen Asabri dan Jiwasraya.. Maling uang rakyat dgn cara halus! https://t.co/n3RMEqOCu6,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795646458974347264/pu/img/HdMhNkcsmIUcSYOV.jpg,,in,🦉🤍,9,41,804,https://x.com/AnKiiim_/status/1795646760985260415,1.6e+18,AnKiiim_
1.8e+18,Wed May 29 12:03:26 +0000 2024,919,Rumah hasil dari potongan Tapera. https://t.co/GyRYxiQKJK,1.8e+18,https://pbs.twimg.com/media/GOvrs8DaoAAGQgB.jpg,,in,Burried Console,20,13,399,https://x.com/neuromancer_id/status/1795788036514701740,1.74e+18,neuromancer_id
1.8e+18,Sat Jun 01 08:17:49 +0000 2024,341,Bukannya mempermudah terciptanya lapangan kerja Tapera ini justru membuat perusahaan2 berpikir seribu kali untuk menerima pegawai baru. https://t.co/TQRPr4VzJs,1.8e+18,https://pbs.twimg.com/media/GO-U0gNawAAB4Ij.jpg,,in,Indonesia,7,39,143,https://x.com/PartaiSocmed/status/1796818419423281460,869327120.0,PartaiSocmed
1.8e+18,Fri May 31 14:16:55 +0000 2024,530,GAJI KOMITE TAPERA CAPAI Rp. 43 JUTA PER-BULAN TAPERA (TAMBAH PENDERITAAN RAKYAT) ⁉️ https://t.co/eKNhHwpRul,1.8e+18,https://pbs.twimg.com/media/GO6dbmma0AAu-oW.jpg,,in,,14,141,294,https://x.com/Muslim_AntiPKI9/status/1796546401721262316,1.6e+18,Muslim_AntiPKI9
1.8e+18,Sun Jun 02 13:10:25 +0000 2024,63,Perwakilan dari Apindo dan Rocky gerung bicara soal Tapera https://t.co/oCEPa9rTdd,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1797254122653339648/pu/img/vS4r4dMFruhB0c_Y.jpg,,in,"Planeta Rica, Colombia",0,1,30,https://x.com/5teV3n_Pe9eL/status/1797254444582846911,224431376.0,5teV3n_Pe9eL
1.8e+18,Tue May 28 17:15:50 +0000 2024,21110,Gara-gara kasus akhir-akhir ini kayak Bea Cukai Tapera UKT Mahal banyak yang ngeluh dan pengen ganti kewarganegaraan. Gimana caranya? gue coba rangkumin apa aja syaratnya buat apply citizenship di beberapa negara yang bisa jadi alternatif A thread https://t.co/MUQdWsWJI5,1.8e+18,https://pbs.twimg.com/media/GOri-WlbgAA6fB6.jpg,,in,"Jakarta Pusat, DKI Jakarta",821,310,6295,https://x.com/ghozyulhaq/status/1795504263797375052,76652780.0,ghozyulhaq
1.8e+18,Thu May 30 01:16:14 +0000 2024,2256,Untuk rakyat RI: UKT naik 500% PBB naik 400% Tapera 3% BBM listrik &amp; pajak naik gak dikasih kerjaan. Untuk Tiongkok: Dikasih hasil tambang ribuan triliun dikasih upeti kereta China 226 M/bulan selama 110 tahun dikasih kerjaan sebagai TKA. Rezim Bangsat! #TAPERAUnfaedah https://t.co/jSTZMYPj3q,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795987539595321344/pu/img/oU04cMg6n4_T7oUk.jpg,,in,,44,98,1416,https://x.com/MichelAdam7__/status/1795987550911201599,1.65e+18,MichelAdam7__
1.8e+18,Thu May 30 21:55:16 +0000 2024,984,Basuki gak bisa jawab solusi orang yg sudah punya rumah dan KPR apakah akan tetap dipotong Tapera ? Dia cuma ngerti bahwa bersama Sri Mulyani mereka dapat honor 43 juta / bulan sbg komite Tapera https://t.co/yldqBNiWKz,1.8e+18,https://pbs.twimg.com/media/GO28wF6a4AYyxPm.jpg,,in,,27,39,600,https://x.com/hipohan/status/1796299364165632144,227320530.0,hipohan
1.8e+18,Sun Jun 02 08:09:45 +0000 2024,174,Holiday keliling dunia dgn biaya cuma 4 juta rupiah! Silakan segera daftar pada buzzer TAPERA @BoyMantouw ini. https://t.co/b73EN7IYgx,1.8e+18,https://pbs.twimg.com/media/GPDck8yaQAAIwi2.jpg,,in,Indonesia,3,22,74,https://x.com/PartaiSocmed/status/1797178780894810583,869327120.0,PartaiSocmed
1.8e+18,Sun Jun 02 14:22:46 +0000 2024,236,minggu besok senin vini kebangun tidur tapera nathan coklat sosmed tele : https://t.co/NEhzxf1hua https://t.co/PJXu9Qa8Q6,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1797272617726136320/pu/img/PLTUbpQhZDGmW68f.jpg,,in,,0,58,52,https://x.com/787te43u57w91rx/status/1797272652375359790,1058184266.0,787te43u57w91rx
1.8e+18,Fri May 31 10:02:26 +0000 2024,3814,Terkait Tapera Moldoko : beri pemerintah kesempatan bekerja. Kalo boleh ada yg bisa sharing ada gak yg hasil potongan untuk tabungan Tapera yg dulu taperum hasil tabungannya bisa beli rumah setelah pensiun? https://t.co/D73kM7KgaK,1.8e+18,https://pbs.twimg.com/media/GO5ig61aYAE_KhE.jpg,,in,"Planeta Rica, Colombia",774,1936,1021,https://x.com/5teV3n_Pe9eL/status/1796482361879875852,224431376.0,5teV3n_Pe9eL
1.8e+18,Thu May 30 11:49:25 +0000 2024,2621,@tanyakanrl bayangin endingnya kek gini Atau ada penangkapan KORUPTOR TAPERA https://t.co/DKdYi0OkWd,1.8e+18,https://pbs.twimg.com/media/GO0yEogbUAA4aOO.jpg,tanyakanrl,in,Taiwan,30,39,233,https://x.com/xxxaryadi/status/1796146897146544473,1.69e+18,xxxaryadi
1.8e+18,Sun Jun 02 15:55:26 +0000 2024,160,On vc ready Minggu Senin gini Tapera indah G bisa sekarang tele : https://t.co/VxK0cWj5hK https://t.co/40lUlpBhn3,1.8e+18,https://pbs.twimg.com/media/GPFHKPhaoAAuHG4.jpg,,in,,0,35,32,https://x.com/mutiararasaa/status/1797295971111669961,1.56e+18,mutiararasaa
1.8e+18,Thu May 30 08:54:51 +0000 2024,5947,Siang rabu Tapera Tiktok yati syarifah salma on doggy sosmed wa aja https://t.co/jyOxataPYb,1.8e+18,https://pbs.twimg.com/media/GO0KIEsa4AAOfUb.jpg,,in,,1,190,285,https://x.com/kinarsihika/status/1796102963439493466,1.78e+18,kinarsihika
1.8e+18,Fri May 31 01:07:24 +0000 2024,1769,Ngeri benar-2 memaksa sanksi untuk pekerja dan pemberi kerja bila tak bayar dan tak mengikutsertakan pekerja untuk Tapera. Untuk pekerja Dikutip dari Pasal 55 Peraturan Pemerintah (PP) Nomor 25 Tahun 2020 pekerja mandiri (freelancer atau pekerja informal) yang sudah https://t.co/IV6rq9nlAc,1.8e+18,https://pbs.twimg.com/media/GO3otSBbYAAr1Vb.jpg,,in,"Planeta Rica, Colombia",201,459,937,https://x.com/5teV3n_Pe9eL/status/1796347715405906202,224431376.0,5teV3n_Pe9eL
1.8e+18,Tue May 28 10:34:20 +0000 2024,6182,Tapera: tambahan pendapatan menteri agama https://t.co/mrAQ6kSyFb,1.8e+18,https://pbs.twimg.com/media/GOqNtsabkAEsiYl.jpg,,in,"Jakarta Selatan, DKI Jakarta",112,399,2282,https://x.com/denismalhotra/status/1795403224297685192,478829168.0,denismalhotra
1.8e+18,Fri May 31 12:25:16 +0000 2024,633,TAPERA Dengerin nih para pemuja ... https://t.co/hs1NFcND1o,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796517920975343617/pu/img/73Iw7SLGnM6v_2Nl.jpg,,in,,24,40,361,https://x.com/Boediantar4/status/1796518306654113995,1.38e+18,Boediantar4
1.8e+18,Wed May 29 15:46:53 +0000 2024,647,Simulasi gaji dengan iuran TAPERA. https://t.co/hgxLLcwnFH,1.8e+18,https://pbs.twimg.com/media/GOwe1QnaMAA6-WF.jpg,,in,대전,32,203,141,https://x.com/kegblgnunfaedh/status/1795844270739640759,1.17e+18,kegblgnunfaedh
1.8e+18,Sat Jun 01 06:30:39 +0000 2024,441,KAUM BURUH AKAN TURUN DEMO BESAR-BESARAN TOLAK TAPERA.... JUMHUR HIDAYAT KSPSI TOLAK IURAN TAPERA INI MODUS BANCAKAN YANG DILEGALKAN....‼️ #WajibRestorasiPolri #WajibRestorasiPolri 🆘🆗 https://t.co/ctAyZnIZf0,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796791329667842048/pu/img/jBDM9E1V9UFHZfug.jpg,,in,,15,67,218,https://x.com/PngAdilnR4kyt/status/1796791449683685715,1.63e+18,PngAdilnR4kyt
1.8e+18,Mon May 27 16:13:30 +0000 2024,3036,BPJS Disesuaikan (kelas 3 dihapus) PPN Naik ke 12% UKT Naik (publik protes keras ditunda setahun) Pertalite dihapus TDL Naik LPG (akan) Naik Sembako Naik Rakyat harus bayar Tapera 3% gaji Semua demi Utang Naik ?! #Nalar https://t.co/8qxT8dpS1X,1.8e+18,https://pbs.twimg.com/media/GOmRtVtagAAXiaO.jpg,,in,South East Asia,66,170,1866,https://x.com/ZAEffendy/status/1795126190669176914,129750289.0,ZAEffendy
1.8e+18,Sat Jun 01 16:28:24 +0000 2024,2098,Masalah: - Backlog hunian 9 9 juta unit - Harga properti naik 10-15% per tahun - Naik gaji tidak linier dgn properti Solusi ala Tapera: - Semua pekerja wajib setor gaji 3% - KPRnya hanya untuk MBR - Harga maks Jabodetabek Rp 168 juta Sungguh Jaka Sembung bawa bajing..,1.8e+18,,,in,Jakarta Capital Region,24,16,1179,https://x.com/shallypristine/status/1796941879373901874,92804304.0,shallypristine
1.8e+18,Sun Jun 02 02:36:52 +0000 2024,65,Bocor halus bicara potongan Tapera untuk pegawai swasta https://t.co/pRl81LmmSw,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1797094900984672256/pu/img/wEGQ1Z16Ck3stCYs.jpg,,in,"Planeta Rica, Colombia",0,2,43,https://x.com/5teV3n_Pe9eL/status/1797095007884919001,224431376.0,5teV3n_Pe9eL
1.8e+18,Mon May 27 13:17:22 +0000 2024,10225,ketika masalah krisis properti diselesaikan oleh mindset asuransi pejabat bank mendingan hidup nomaden selamanya daripada dipaksa jadi peserta Tapera. https://t.co/5DTArY4Qwe,1.8e+18,https://pbs.twimg.com/media/GOlpcD2aAAAMzHB.jpg,,in,,666,208,4331,https://x.com/biasalahanakmud/status/1795081864463470650,1.48e+18,biasalahanakmud
1.8e+18,Wed May 29 10:56:50 +0000 2024,58,Gambarannya kurang lebih begini kali ya..⁉️ Ingat kasus asabri jiwasraya sampai 'salah investasi' taspen.. #negrikonoha #tapera https://t.co/Ls6Bn9Ddlp,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795771210510573568/pu/img/DDdBAk_uscW3Gp2X.jpg,,in,"Indiana, USA",3,7,23,https://x.com/blackshark7890/status/1795771276931551541,1.74e+18,blackshark7890
1.8e+18,Sat Jun 01 00:05:16 +0000 2024,646,Yang mau ketawa silahkan RT Yang gak percaya silahkan Like+Komen https://t.co/SEupxQIX4s https://t.co/vjAJkcIMeX,1.8e+18,https://pbs.twimg.com/media/GO8kF9GbcAAT82M.jpg,,in,"Bali, Indonesia",36,399,285,https://x.com/T0M5helby/status/1796694468663644263,1.43e+18,T0M5helby
1.8e+18,Mon May 27 10:08:47 +0000 2024,14906,Semua orang dengan penghasilan diatas UMR akan kena potongan 3% untuk TAPERA????? Monyet lingkar istana yang mana lagi ini yang pegang hak ekslusif pengelolaan dananya? https://t.co/TyOTLWpqhb,1.8e+18,https://pbs.twimg.com/media/GOk80xIboAAgRS4.png,,in,Indonesia,985,683,6098,https://x.com/ruliemaulana/status/1795034407453032484,185320244.0,ruliemaulana
1.8e+18,Wed May 29 08:18:01 +0000 2024,2735,Darah dimana-mana potongan tubuh di jalanan laki-laki diamputasi dan anak-anak dibakar kemanusiaan kemanusiaan telah mati di Gaza 🇵🇸 Tapera Dirasakan Syarifah Salma ALL EYES ON RAFAH Khilaf Cianjur Jokowi #GazaGenocide‌ https://t.co/1ovmy6LBdS,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795731188134592512/pu/img/GuWN8Gy7K0MiSuoW.jpg,,in,"DKI Jakarta, Indonesia",26,47,1072,https://x.com/Bayi_Nepotisme/status/1795731309345845561,1.79e+18,Bayi_Nepotisme
1.8e+18,Thu May 30 14:40:45 +0000 2024,10429,4 hari kita sibuk dengan TAPERA 4 hari yang sama waktu yang dibutuhkan MA memutuskan perkara ini https://t.co/q44yRuSnSS,1.8e+18,https://pbs.twimg.com/media/GO1ZTHdWoAE6fCw.jpg,,in,Indonesia,419,263,3693,https://x.com/chicohakim/status/1796190013782163685,53922892.0,chicohakim
1.8e+18,Wed May 29 14:34:57 +0000 2024,402,Simulasi potongan-potongan dengan upah 5 juta Potongan wajib per bulan: 1. Tapera (2 5%) = Rp125.000; 2. BPJS Kes (1%) = Rp50.000; 3.JHT (2%) = Rp100.000; 4. JP (1%) = Rp50.000; 5. PPh 21 (take home pay PTKP = 4.675.000 4.500.000 = 175.000 x 5% = 8.750. https://t.co/1m9915FPfu,1.8e+18,https://pbs.twimg.com/media/GOwOXukbQAAdTKv.jpg,,in,Bogor Indonesia,6,7,145,https://x.com/LIPSedane/status/1795826166521278925,469156958.0,LIPSedane
1.8e+18,Fri May 31 13:30:58 +0000 2024,285,Pemerintah Jamin Iuran Tapera Bukan untuk Program Makan Siang Gratis dan IKN ~N #Tapera #MakanSiangGratis #IKN https://t.co/ma2Y6TJOp1,1.8e+18,https://pbs.twimg.com/media/GO6Ss9aWYAEj--L.jpg,,in,Jakarta,346,922,76,https://x.com/kompascom/status/1796534838297772331,23343960.0,kompascom
1.8e+18,Sat Jun 01 14:33:45 +0000 2024,95,Yg ngotot supaya di sahkan TAPERA itu @PDI_Perjuangan dan @PKSejahtera ‼️ Skrg ko cuci tangan buang kotoran ke pa @jokowi PARTAI MUNAFIK ‼️ https://t.co/uuKZjzkN2s,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796912778894295041/pu/img/-R909TM2Ww1SGPP-.jpg,,in,"Hokota-shi, Ibaraki",6,55,54,https://x.com/xquitavee/status/1796913027272642636,1.6e+18,xquitavee
1.8e+18,Fri May 31 12:51:06 +0000 2024,1424,Serikat Buruh: Kami Tak Mau Dipaksa Bayar Tapera tapi Tidak Bisa Sekolahkan Anak! ~N #SerikatBuruh #Tapera https://t.co/Gq62NHTZSl,1.8e+18,https://pbs.twimg.com/media/GO6JmEqaAAA5GzL.jpg,,in,Jakarta,49,57,720,https://x.com/kompascom/status/1796524806315327990,23343960.0,kompascom
1.8e+18,Thu May 30 05:49:47 +0000 2024,285,Sekadar mengingatkan Aturan baru soal Tapera dinilai bikin skeptis soalnya pernah ada kasus-kasus korupsi yang himpunan dananya berasal dari publik. Sebuah utas~ https://t.co/SEupqtmdZE,1.8e+18,https://pbs.twimg.com/media/GOzfxFJacAA61wp.jpg,,in,,3,4,95,https://x.com/NarasiNewsroom/status/1796056391414636737,1.16e+18,NarasiNewsroom
1.8e+18,Wed May 29 01:47:36 +0000 2024,1131,Empat tahun lalu .Feast sudah meramalkan tentang Tapera alias Tarian Penghancur Raya. Kebetulan? Tentu tidak. Ini pasti konstipasi https://t.co/RCWrXnZKxZ,1.8e+18,https://pbs.twimg.com/media/GOtevm4aMAA4XLV.jpg,,in,Indonesia,16,43,235,https://x.com/FiersaBesari/status/1795633054213664788,1422951168.0,FiersaBesari
1.8e+18,Thu May 30 22:12:55 +0000 2024,521,Asosiasi Pengusaha Indonesia @apindonasional tegas menolak potongan Tapera @BpTapera sebesar 3%. https://t.co/103PXLgf1c,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796303736614309888/pu/img/jwTGv50-wEK-wgl5.jpg,,in,Indonesia,12,36,261,https://x.com/yaniarsim/status/1796303806512422992,9.29e+17,yaniarsim
1.8e+18,Tue May 28 01:44:45 +0000 2024,380,Soal pemupukan BP Tapera mau baca hal lucu gak? Ini apa saking desperadonya BP Tapera return Tapera selama 2.5 th disandingkan ama bunga deposito konvensional dan tabungan 1 th supaya kesannya besar . https://t.co/UHuyWsTTk7,1.8e+18,https://pbs.twimg.com/media/GOoUMbEagAALfs8.jpg,,in,Jakarta,4,9,210,https://x.com/elisa_jkt/status/1795269949394669816,44556194.0,elisa_jkt
1.8e+18,Thu May 30 15:31:07 +0000 2024,593,Sanksi yg akan di terima jika tak bayar TAPERA https://t.co/CbMnuj1K46,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1796202649894928384/pu/img/LQ0FBD4pFuS2E7dt.jpg,,in,,60,528,351,https://x.com/Yurissa_Samosir/status/1796202689338245291,1.46e+18,Yurissa_Samosir
1.8e+18,Sun Jun 02 07:11:05 +0000 2024,544,Bedanya Tapera vs Rumah DP 0 &amp;/ Rusunawa: Tapera: rumahnya belum ada kita sdh nyicil Rumah DP 0 &amp;/ Rusunawa: Rumahnya sdh ada baru deh nyicil/ nyewa. Pilih mana?,1.8e+18,,,in,Jakarta - indonesia,2,11,230,https://x.com/tatakujiyati/status/1797164013782253879,147063992.0,tatakujiyati
1.8e+18,Sun Jun 02 07:43:34 +0000 2024,5537,2021 BPK Temukan 124.960 Pensiunan Belum Dapat Pengembalian Dana Tapera Rp 567 5 Miliar https://t.co/tRosRyI5zZ #TempoBisnis,1.8e+18,,,in,Indonesia,596,420,2717,https://x.com/tempodotco/status/1797172191664222386,18129942.0,tempodotco
1.8e+18,Sun Jun 02 16:26:36 +0000 2024,93,Minggu besok senin vini kebangun tidur tapera nathan coklat sosmed tele : https://t.co/Ecg8jKSedF https://t.co/RZQMYrFmUB,1.8e+18,https://pbs.twimg.com/media/GPFOSjsbcAAJ19q.jpg,,in,,0,10,35,https://x.com/wvanilas/status/1797303813235466243,7.86e+17,wvanilas
1.8e+18,Fri May 31 13:25:58 +0000 2024,26504,Berarti Tapera untuk Biayai Program Makan Siang Gratis dan Proyek IKN,1.8e+18,,,in,,389,312,9435,https://x.com/sandalista1789/status/1796533581084553242,546258782.0,sandalista1789
1.8e+18,Sat Jun 01 10:40:53 +0000 2024,1875,Yg paling kenceng mengkampanyekan Ayo Menabung itu Soeharto. Tapi nabung nya bebas ada nabung di kaleng bantal bambu. Bank. Intinya tidak dipaksakan kayak mukidi. Tapera,1.8e+18,,,in,,3,50,419,https://x.com/Tan_Mar3M/status/1796854426592027023,1.27e+18,Tan_Mar3M
1.8e+18,Sun Jun 02 04:35:05 +0000 2024,147,Buat apa Tapera? https://t.co/yIEsKdVqHY,1.8e+18,https://pbs.twimg.com/media/GPCrV35bIAAhe1y.jpg,,in,Indonesia,9,10,77,https://x.com/NephilaXmus/status/1797124754471793062,62764588.0,NephilaXmus
1.8e+18,Sat Jun 01 13:16:28 +0000 2024,2656,Buruh Serukan Aksi Demo 6 Juni di Istana Negara untuk Tolak Tapera Penolakan Program KRIS dan UKT Mahal Juga akan Disuarakan https://t.co/k9ZzKsLAff,1.8e+18,,,in,Indonesia,82,239,817,https://x.com/geloraco/status/1796893578389815585,3319260420.0,geloraco
1.8e+18,Tue May 28 12:43:07 +0000 2024,1378,Gaji udah dipotong buat ini dan itu eh ada Tapera Yang bener aje~ https://t.co/smpWwhs3Xv,1.8e+18,https://pbs.twimg.com/media/GOqh-JmbYAEUT2M.jpg,,in,,26,67,520,https://x.com/NarasiNewsroom/status/1795435635051995256,1.16e+18,NarasiNewsroom
1.8e+18,Sat Jun 01 07:43:33 +0000 2024,328,Karyawan Sudah Punya Rumah Wajib Ikut Tapera BP Tapera: Konsepnya Gotong Royong ~N #Tapera #GotongRoyong https://t.co/jtPhuZCbL2,1.8e+18,https://pbs.twimg.com/media/GO-M6n2bgAAdqFc.jpg,,in,Jakarta,557,1021,113,https://x.com/kompascom/status/1796809797192618355,23343960.0,kompascom
1.8e+18,Wed May 29 03:12:12 +0000 2024,980,Kami ingin masalah Tapera ini dipandang secara holistik. Jelaskan dulu roadmapnya. Kita tidak ingin kan kasus seperti Asabri dan Jiwasraya terjadi lagi? https://t.co/FXdcFHB7QH,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795654202372571136/pu/img/TGo80_SgIygbGSZb.jpg,,in,Jakarta to the World,16,118,344,https://x.com/MardaniAliSera/status/1795654344483996031,122020937.0,MardaniAliSera
1.8e+18,Tue May 28 13:48:33 +0000 2024,226,Lagi nyari 2 postingan pendukung sebelah yg protes palak model baru TAPERA. Masih belum ketemu apa masih pura2 bahagia? Biar pun gaji di sunat sana sini? Gak masuk akal sebenar nya hitung2an TAPERA karena gak mungkin bisa buat beli rumah kecuali kalau ngumpulin nya 100 tahun https://t.co/xZKVQ5XaX4,1.8e+18,https://pbs.twimg.com/ext_tw_video_thumb/1795452041361240066/pu/img/Ny6WBDYhTDlppAmP.jpg,,in,,10,33,136,https://x.com/liaasister/status/1795452099343331424,1.64e+18,liaasister
1.8e+18,Thu May 30 00:11:23 +0000 2024,50,beli Pecel kena PPN 10% belom lagi Parkir ini mau ditambah Tapera 2 5% https://t.co/LcyAt8GreT,1.8e+18,https://pbs.twimg.com/media/GOySG00bwAA-ZfF.jpg,,in,,2,16,17,https://x.com/Piyusaja2/status/1795971230580842734,1.61e+18,Piyusaja2
